0x1fc4bc3b9cca5a9b86c8d5f6fa592af999561f28,13
0xb172488b1927e748bd6d832507fd2002fd85ca94,9
0x940f4cde80b1c2d33bc651b469dcc7653296344d,10
0x2e7bf9b07a16448d956e6457cd17f9384eb10f4b,6
0xf6fdf388843ed9eae555e65fae38fe984efe3312,6
0x2b604baee38fd5d9ef2b236e4d8462c27a66ad5d,3
0x07ae3f321ab9422e978a9f953f34c88907ecc27b,3
0xcbd14770ce571580e9e82b7188bf8b1e78bacd05,3
0x66791b6ddc1fb01782e27e2614ae5dd47c7773ba,2
0x97711bc3ca504f07aa0f8e7cd4b8bffdb19569c7,2
0xcb7065677fc683721e2e95dccf592c123a68d1b7,2
0x0d5f9bc4425eab375f5020f51dd4742205e6bbef,3
0x056e2bd65fe2d6baaf3097809843ed860145d334,2
0x7f78689a853c1fd84e322d47590ed8232c0e6328,3
0xd140407bfe76ab48081b3dc063ab2e1ac2f05b5d,2
0x28c807746b324c859392d42fa298f61d8f793abb,2
0x7d0cbbf6f53aee1bd2ceb5ce410336a0265caf71,2
0x7d10219a8489836a9b7c962c2cb9051e3cda0ff2,2
0xba9f86ef24824a3b436f5c65eb3f2e6ba3be71ca,2
0x6bb1da15b40868475708b70dad9002baaf23878d,1
0x524bfc5c609291d3f34cd207a306be3f39feba58,2
0xb3c64a8318131802c2d77cceb9af7e5412196397,2
0x1c60da2fbfe29b2e871c4b530f77630713718e6f,2
0xb06331635e99618e235c5140db50d0cdbf5e9f9f,2
0xaa93c5e06b649baad66c162a947bf928770a47b8,2
0xe76f76bee5f159721ac9d41338d3638cde0069d1,1
0x1bd22bb269b89e491153375c99203cb39bb7830c,2
0xd512ee04a1fd6f8226c2ea3543601177b96a8738,1
0xfdce46b4fc4471720d5160a0f7c4d21d1e2d7286,1
0xd4840045a3c9b267522f58e8067f240b022f22fb,1
0xc2d3fdb3edf3f9af3cc70ab666c8656142214faa,1
0xefacfff457a83a5759bbb7eaada8c4bf513fda0c,1
0xd4657e77fdc23238cb1570a093bd83f79d0ead2f,2
0x6b721cdac4d2e74f61061c2b3a8e7c17ebfbd87d,1
0xc1ed31df5c6a5437ea3830b97aed5549d8953d13,1
0xd285d2719bca1183d834cc27c9284b16529009ab,1
0x267a6d0c65fe804689cb590967f536cd7f0d0c65,1
0x5abd6a48ad5ad6100ddcd5438b8a2488e5c083f1,1
0x5c1d7ba69e4f73250decc014ad838051636c2c23,2
0x95d7242abc063214bd0a733a5929239ef788a4fe,1
0x777b43699b854e3688e9b3a8cd3cdc1f419977e6,1
0x7ad94910d0b5ad58b2808eb273dfc9631671d010,1
0x669e57c8efa3ad8902ffd704ca275f3177187837,1
0x8d0523b77b20304ba26cdf872c13397524cecb0c,1
0x83ffe44de15601e77acf0a0dfa75d94afe7f41aa,1
0x54c6351226be0aada9f4842adaf58e4ce9f1a08c,1
0xe645bb168a0f7588caa331e89d88acd22e1885c0,1
0xca99583513d2621e32d17e59489c970000e204b6,1
0x7589c864516db39454bf4518802dd2a75b5a290a,1
0x7436adb2b5166bebc100b98d293a3cceaf28cd90,1
0x77b48682cd70f69b649136bc9f3b2d4bfb331f26,1
0xac539766c30b33164dde03c715041ea3e8e8dd01,1
0xb80612088d06e4b7b7e630302ebad0bd9820c37d,1
0x690da15cde440e7fcafdd310d462f4b41116527d,1
0xbe9d30df4a065a5b26fff633130ffb1f85e0be5d,1
0x77087aa2fe1e2457d2fea078800319fe00000001,1
0x2364a06924d23fa4cdc9e950031d7aba0ad194e2,1
0xa18e7f8b41e0bc7c593cb4dee49c4e444f75a2a1,1
0x5fec3b40af6ee593e2a4a77d78374c1c8e787019,1
0x05bf19079f1cb0cff34683876003f23af9fc65b8,1
0x536236352627a0cd16a2fa98660f7ad99aa7fcdb,1
0x31b611edf7974a1e85f049d17d26b912abfa3059,1
0x14d7dcda5ef603db690522f87334478fd20327e1,1
0x691ca9a57191d3f3f0abc3774828d9d7792a9602,1
0x4f5985520a11b8ab79a1dbc6f34b8d40dd6ef69f,1
0x24803cccfe35207cc07afbcf5f5b041b03810d44,1
0xa99f458a0465af30f09c42f22d22b6269d93046b,1
0xb9927d48a5ef942f6728be07b964fcbea8f92ff7,1
0x827d8cd0bdf88b2ffce2b14cadb1930c4b46950b,1
0xbd4048c803138bd4c37e54d2d5a7e7a06490dfdd,1
0x4b54d438e84ab6a291637869ce1a769f6ed18070,1
0x51be862c06b45b440a6987df81f7973099b7eebe,1
0x905697b68b7aeffe77e91eb1a517b20a98486f8e,1
0x6a2ab626efd997a1e61ba27f8977f5356fbc756f,1
0x94a44c8f521b9a78e42fa22cb8b258c5793fe745,1
0x5183bb89e37ebbb4fd53a8d760dd3a0aa4d8873a,1
0x5404aab53a7b79e8716eaeae815dbb8439d5bdda,1
0x64e86cd117eb8cf5eded3acb75f813c04087e6f8,1
0x0e3c22d4f018a2408d7895d3c80fee47c480c1b8,1
0x2cd7b91c4aecde994d41d956d315e647554d7112,1
0x605deca13a61788dde7b4acfd32e9101da6fc6fd,1
0xaf4ac2f4c6787e81db915415eba3425b39fdf163,1
0xd1aae87720b7960bf0cbe8e7b5a316ac375826d1,1
0xa272a64ac4999abb1200ffda5860855b3f5793b5,1
0x1ce91baaf21ee8185a587223aa5505111feccc8c,1
0xb529e5f0598343d00508909c04af86babb0b981a,1
0xe1c94375695b78d064205ce0a896e5bbaa373fc0,1
0x91dc40e84ee71cea830633def178caedd77a7d40,1
0xe74c9142b98bb85bde035a98373c69177680e9a6,1
0x75258501fbd29b6ddcc40ea63397ff9b3c574563,1
0x0074123ca501b513eff06b06a7b26bb5ae1d25a4,1
0xf314797845f5fc2df17556b69b7d7e17c79a6f53,1
0x205b9c652c418ae2979de938b6689da7c1b97db1,1
0xd13941aff67c8faa48b9ae1eb605ffb42cbc3ef7,1
0x7e2957a3378686f4f096d529fb6a2a6bc6b1ede5,1
0x86fe89cebdfd1fece31f424eb5c0c437c6a1470c,1
0xe08232cc25479f5fc3e9ca3f4edbb045490ea360,1
0x02581cbb5c51e2455574c467031478be719da81f,1
0x078d2d9442c5236a3eec9267f7b5d9849a33db5f,1
0xb5116b524b4b8206fcfeff061c9f6a125efaf195,1
0x6413082247f9c444f6abe0aade895be2fb416db7,1
0x5055a4201654fdf2609151001abcf5a55b55ac85,1
0x856e4119e8a49fe269b43270f91ae81f374ca492,1
0x35051a83daf7ba5df66ca333dc3ae8f961474004,1
0x223da53a3f35a2b965cfd6b29c8d72414cf5569d,1
0xacd9f7c21d869ac8f3c770ebf09a01db42023cb5,1
0x16e9cfe34541d8601da1fab1707fe2b1b867887f,1
0xb80ebf3a4410030db4788c83f3984e88b30b3db1,1
